FamilyTitle,FamilyCode,ClassTitle,ClassCode,BrickTitle,BrickCode,AttributeTitle,AttributeCode,AttributeValueTitle,AttributeValueCode,AttributeValueDefinition,searchable_text,searchable_text_uncleaned,stl_embedding,uuid,ref_uuid
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,56-60%,30000010.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 56 60,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 56-60%,[],fc08ed79-2a8c-4a59-9b12-c0d34002877b,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,61-65%,30000011.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 61 65,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 61-65%,[],d2527913-caea-4f4c-bbba-71b10c41af05,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,81-85%,30000015.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 81 85,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 81-85%,[],529c004b-b339-4650-96f0-8f43a37a3011,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,86-90%,30000016.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 86 90,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 86-90%,[],3ac6422d-6a5b-47bb-9ebf-1a8c1fdc5434,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,66-70%,30000012.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 66 70,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 66-70%,[],2f8cf64a-450b-43e0-8640-c3c7e063ba14,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,51-55%,30000009.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 51 55,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 51-55%,[],c763129d-3619-420d-8891-2e0af02f72e1,
Beverages,50200000,Non Alcoholic Beverages - Not Ready to Drink,50202400,Vegetable Juice Drinks - Not Ready to Drink (Shelf Stable),10006257,Juice Content Percentage,20000001.0,41-45%,30000007.0,,VEGETABLE JUICE DRINKS NOT READY TO DRINK SHELF STABLE 41 45,VEGETABLE JUICE DRINKS - NOT READY TO DRINK (SHELF STABLE) 41-45%,[],fe6aac6a-fca6-42ed-bdc7-9d1665f5bfdf,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,CARAWAY,30017970.0,,CHEESE PERISHABLE CARAWAY,CHEESE (PERISHABLE) CARAWAY,[],9fe72e89-5fe5-4a55-84db-62dce5b29fa4,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,SPICE,30002908.0,,CHEESE PERISHABLE SPICE,CHEESE (PERISHABLE) SPICE,[],ad4cdee1-0d69-4839-84bd-38034504bab9,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,HERB,30001253.0,,CHEESE PERISHABLE HERB,CHEESE (PERISHABLE) HERB,[],e638c6a4-20ba-4265-987c-ad4842b1fd96,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,NETTLE,30001679.0,,CHEESE PERISHABLE NETTLE,CHEESE (PERISHABLE) NETTLE,[],8fe5750a-2a36-4091-962b-7bc89c79a473,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,FRUIT,30001060.0,Product has diced or pureed fruit added.,CHEESE PERISHABLE FRUIT,CHEESE (PERISHABLE) FRUIT,[],e70ebb33-ac4f-4165-8e98-e6221fe38f5f,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,SUGAR,30002925.0,,CHEESE PERISHABLE SUGAR,CHEESE (PERISHABLE) SUGAR,[],078bec3a-c322-4ff6-a84f-477f7a7efe2b,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,GARLIC,30001096.0,,CHEESE PERISHABLE GARLIC,CHEESE (PERISHABLE) GARLIC,[],6b4622cd-4b46-4532-a948-f7d6bbb12c87,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,NUT,30002790.0,,CHEESE PERISHABLE NUT,CHEESE (PERISHABLE) NUT,[],7549a9bf-377a-4b9c-8b55-b0f06df90a7f,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,CONDENSED MILK,30016309.0,,CHEESE PERISHABLE CONDENSED MILK,CHEESE (PERISHABLE) CONDENSED MILK,[],7b9e45e7-8735-4a10-8ab9-5bb88a1f5413,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,SAMBAL,30017973.0,,CHEESE PERISHABLE SAMBAL,CHEESE (PERISHABLE) SAMBAL,[],caf2ef1e-d640-4258-9543-d8c5556ec5d8,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,NO ADDED INGREDIENT,30003311.0,,CHEESE PERISHABLE NO ADDED INGREDIENT,CHEESE (PERISHABLE) NO ADDED INGREDIENT,[],fe6aef4b-31cb-4b38-942a-6f0080a2d792,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,LIQUOR,30017971.0,,CHEESE PERISHABLE LIQUOR,CHEESE (PERISHABLE) LIQUOR,[],f18b3f03-bab0-4ae9-8e89-225ba02545fa,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,WHITE WINE,30003139.0,,CHEESE PERISHABLE WHITE WINE,CHEESE (PERISHABLE) WHITE WINE,[],359c3d7c-99de-457f-a655-1746c18a853f,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,CHOCOLATE,30000641.0,,CHEESE PERISHABLE CHOCOLATE,CHEESE (PERISHABLE) CHOCOLATE,[],d95dfd14-0212-4f59-89da-eb965f3149a1,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,PEPPER (SPICE),30017972.0,,CHEESE PERISHABLE PEPPER SPICE,CHEESE (PERISHABLE) PEPPER (SPICE),[],b098a76c-92e6-4136-b527-657743989814,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Perishable),10000028,Added Ingredient,20000002.0,VEGETABLE,30002842.0,,CHEESE PERISHABLE VEGETABLE,CHEESE (PERISHABLE) VEGETABLE,[],386ca218-e3cb-47c6-8cc5-d56292c25539,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,SUGAR,30002925.0,,CHEESE SHELF STABLE SUGAR,CHEESE (SHELF STABLE) SUGAR,[],2fe6f222-049a-41cb-a399-fc79cd174877,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,LIQUOR,30017971.0,,CHEESE SHELF STABLE LIQUOR,CHEESE (SHELF STABLE) LIQUOR,[],84db7b77-e6fd-4380-b45d-5f60ed916c95,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,WHITE WINE,30003139.0,,CHEESE SHELF STABLE WHITE WINE,CHEESE (SHELF STABLE) WHITE WINE,[],d59d2e9c-f2ba-43f1-b223-ef1f37faebaa,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,NO ADDED INGREDIENT,30003311.0,,CHEESE SHELF STABLE NO ADDED INGREDIENT,CHEESE (SHELF STABLE) NO ADDED INGREDIENT,[],a0389162-c65f-401d-aa24-65211ef3c7bb,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,FRUIT,30001060.0,Product has diced or pureed fruit added.,CHEESE SHELF STABLE FRUIT,CHEESE (SHELF STABLE) FRUIT,[],710e27f0-a6cf-4707-9ee9-085c9ed3c585,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,PEPPER (SPICE),30017972.0,,CHEESE SHELF STABLE PEPPER SPICE,CHEESE (SHELF STABLE) PEPPER (SPICE),[],35ccc757-5abb-43d5-a0c0-69ad0ef0b035,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,SPICE,30002908.0,,CHEESE SHELF STABLE SPICE,CHEESE (SHELF STABLE) SPICE,[],7fa58e78-5c05-4289-bed0-236394c51d68,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,NUT,30002790.0,,CHEESE SHELF STABLE NUT,CHEESE (SHELF STABLE) NUT,[],5bb1a818-85a0-4d7a-acb1-67c1f55b05b5,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,CHOCOLATE,30000641.0,,CHEESE SHELF STABLE CHOCOLATE,CHEESE (SHELF STABLE) CHOCOLATE,[],91460006-8bf1-44cd-b488-59c7b2648895,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,HERB,30001253.0,,CHEESE SHELF STABLE HERB,CHEESE (SHELF STABLE) HERB,[],9203098a-5e96-4e77-a862-bdfda4d601fd,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,SAMBAL,30017973.0,,CHEESE SHELF STABLE SAMBAL,CHEESE (SHELF STABLE) SAMBAL,[],c3066682-1dee-47a2-8dfe-c25ee2079990,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,VEGETABLE,30002842.0,,CHEESE SHELF STABLE VEGETABLE,CHEESE (SHELF STABLE) VEGETABLE,[],66804e12-392e-4c80-a1ee-002cbcc02c52,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,CARAWAY,30017970.0,,CHEESE SHELF STABLE CARAWAY,CHEESE (SHELF STABLE) CARAWAY,[],4d3c0f25-c07c-4574-93f2-eaf573074e1a,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,NETTLE,30001679.0,,CHEESE SHELF STABLE NETTLE,CHEESE (SHELF STABLE) NETTLE,[],a7bc23e9-de93-48c3-af43-ce0909dc1128,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,CONDENSED MILK,30016309.0,,CHEESE SHELF STABLE CONDENSED MILK,CHEESE (SHELF STABLE) CONDENSED MILK,[],77d49217-e4af-4ba8-9932-57948020062d,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Shelf Stable),10000029,Added Ingredient,20000002.0,GARLIC,30001096.0,,CHEESE SHELF STABLE GARLIC,CHEESE (SHELF STABLE) GARLIC,[],0f88d5c5-cd85-4914-bcbc-0c1e208b43c9,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,HERB,30001253.0,,CHEESE FROZEN HERB,CHEESE (FROZEN) HERB,[],a426f23e-7620-4910-aa9f-43c7f381c0e6,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,SAMBAL,30017973.0,,CHEESE FROZEN SAMBAL,CHEESE (FROZEN) SAMBAL,[],f317f3a6-8ef0-4eec-a2ba-da5f23f59b7a,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,SUGAR,30002925.0,,CHEESE FROZEN SUGAR,CHEESE (FROZEN) SUGAR,[],b2f3075d-6ab8-41c1-a200-190b455734c9,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,PEPPER (SPICE),30017972.0,,CHEESE FROZEN PEPPER SPICE,CHEESE (FROZEN) PEPPER (SPICE),[],6d5cf010-0266-4fcd-95ef-71b2e7ff3cfa,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,CARAWAY,30017970.0,,CHEESE FROZEN CARAWAY,CHEESE (FROZEN) CARAWAY,[],192fe430-6eb0-4125-8beb-4e60cc3c782d,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,LIQUOR,30017971.0,,CHEESE FROZEN LIQUOR,CHEESE (FROZEN) LIQUOR,[],71b8c86a-e8c0-4787-bc66-c8029bb27fe4,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,WHITE WINE,30003139.0,,CHEESE FROZEN WHITE WINE,CHEESE (FROZEN) WHITE WINE,[],9fb4475f-77a6-4273-81da-eb6dfe040e5e,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,CONDENSED MILK,30016309.0,,CHEESE FROZEN CONDENSED MILK,CHEESE (FROZEN) CONDENSED MILK,[],46990a2f-ebff-4171-b5e8-c955e15ca387,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,SPICE,30002908.0,,CHEESE FROZEN SPICE,CHEESE (FROZEN) SPICE,[],2016833e-3d47-4375-a473-ad49204e4cba,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,NETTLE,30001679.0,,CHEESE FROZEN NETTLE,CHEESE (FROZEN) NETTLE,[],dafba9a3-0a86-4757-a542-610e83acd143,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,VEGETABLE,30002842.0,,CHEESE FROZEN VEGETABLE,CHEESE (FROZEN) VEGETABLE,[],6d80f424-189c-499b-ab4d-d7a27e9835ba,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,FRUIT,30001060.0,Product has diced or pureed fruit added.,CHEESE FROZEN FRUIT,CHEESE (FROZEN) FRUIT,[],b5e7f07a-6632-4cf6-91cf-26890371472d,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,NUT,30002790.0,,CHEESE FROZEN NUT,CHEESE (FROZEN) NUT,[],3ea19e92-47ee-4753-9c2d-96d19a9baf17,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,GARLIC,30001096.0,,CHEESE FROZEN GARLIC,CHEESE (FROZEN) GARLIC,[],abf445c3-1c7a-4d8c-8281-a6792865eb74,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,CHOCOLATE,30000641.0,,CHEESE FROZEN CHOCOLATE,CHEESE (FROZEN) CHOCOLATE,[],f41a57c6-d060-4b0c-8513-2fbda92632d0,
Milk/Butter/Cream/Yogurts/Cheese/Eggs/Substitutes,50130000,Cheese/Cheese Substitutes,50131800,Cheese (Frozen),10000030,Added Ingredient,20000002.0,NO ADDED INGREDIENT,30003311.0,,CHEESE FROZEN NO ADDED INGREDIENT,CHEESE (FROZEN) NO ADDED INGREDIENT,[],ab2c6b35-54a7-46ab-ba28-41f066526274,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Vinegars,10000051,Added Ingredient,20000002.0,SPICE,30002908.0,,VINEGARS SPICE,VINEGARS SPICE,[],7f6a98bb-2d73-47c9-b85a-dc82978f1a30,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Vinegars,10000051,Added Ingredient,20000002.0,COMBINATION,30000720.0,,VINEGARS COMBINATION,VINEGARS COMBINATION,[],7cf529d8-d906-4a64-a87e-a8def209740d,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Vinegars,10000051,Added Ingredient,20000002.0,SALT,30002103.0,,VINEGARS SALT,VINEGARS SALT,[],ce21c1a8-bbca-4180-bfba-92a2da853c86,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Vinegars,10000051,Added Ingredient,20000002.0,FRUIT,30001060.0,Product has diced or pureed fruit added.,VINEGARS FRUIT,VINEGARS FRUIT,[],5cf106c6-5682-419f-8c54-f9f75de0afc8,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Vinegars,10000051,Added Ingredient,20000002.0,SUGAR,30002925.0,,VINEGARS SUGAR,VINEGARS SUGAR,[],5f4d75c8-6802-4797-874f-479a82bdb3a2,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Vinegars,10000051,Added Ingredient,20000002.0,NUT,30002790.0,,VINEGARS NUT,VINEGARS NUT,[],68ddc668-f784-4280-9233-d04fded4002e,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Vinegars,10000051,Added Ingredient,20000002.0,HONEY,30001268.0,,VINEGARS HONEY,VINEGARS HONEY,[],8852e473-fd39-45f0-a4d3-9d00d2c4fc19,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Vinegars,10000051,Added Ingredient,20000002.0,HERB,30001253.0,,VINEGARS HERB,VINEGARS HERB,[],13c2bba8-84ad-402a-b596-ea93a02399b1,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Vinegars,10000051,Added Ingredient,20000002.0,NATURAL,30001667.0,,VINEGARS NATURAL,VINEGARS NATURAL,[],6ad265d1-46ec-407b-a188-1e0587b02db2,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Cooking Wines,10000052,Added Ingredient,20000002.0,SALT,30002103.0,,COOKING WINES SALT,COOKING WINES SALT,[],ca775225-9b2b-4c4b-9022-28f29ecbefa6,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Cooking Wines,10000052,Added Ingredient,20000002.0,FRUIT,30001060.0,Product has diced or pureed fruit added.,COOKING WINES FRUIT,COOKING WINES FRUIT,[],a0097c1b-4d93-4162-ad0f-7e9b87e97bfb,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Cooking Wines,10000052,Added Ingredient,20000002.0,UNCLASSIFIED,30002515.0,This term is used to describe those product attributes that are unable to be classified within their specific market; e.g. goat's cheese - goat's cheeses is often generically labelled and cannot be further classified.,COOKING WINES UNCLASSIFIED,COOKING WINES UNCLASSIFIED,[],04e5349b-4a9a-44e1-b35b-4aa3a87fd25c,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Cooking Wines,10000052,Added Ingredient,20000002.0,COMBINATION,30000720.0,,COOKING WINES COMBINATION,COOKING WINES COMBINATION,[],fedd290e-4041-4596-9fab-4f8cb1b2e2e7,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Cooking Wines,10000052,Added Ingredient,20000002.0,HERB,30001253.0,,COOKING WINES HERB,COOKING WINES HERB,[],3f0f6199-6dc1-411f-9e60-48dab50757eb,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Cooking Wines,10000052,Added Ingredient,20000002.0,SPICE,30002908.0,,COOKING WINES SPICE,COOKING WINES SPICE,[],aaa8a12c-4dc7-41a9-9415-13356f859d3c,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Cooking Wines,10000052,Added Ingredient,20000002.0,SUGAR,30002925.0,,COOKING WINES SUGAR,COOKING WINES SUGAR,[],e8658c6a-53bd-47c9-b53b-a7811eb5ca6f,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Cooking Wines,10000052,Added Ingredient,20000002.0,HONEY,30001268.0,,COOKING WINES HONEY,COOKING WINES HONEY,[],dd4d46f0-ba6c-4adf-9e05-2ed50c2eb49c,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Cooking Wines,10000052,Added Ingredient,20000002.0,NATURAL,30001667.0,,COOKING WINES NATURAL,COOKING WINES NATURAL,[],997d4959-7e5e-43e8-bf9e-8ac27a104858,
Seasonings/Preservatives/Extracts,50170000,Vinegars/Cooking Wines,50171700,Cooking Wines,10000052,Added Ingredient,20000002.0,NUT,30002790.0,,COOKING WINES NUT,COOKING WINES NUT,[],f686f265-e479-44e2-ae8e-c82925cdc7fe,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Perishable),10000054,Added Ingredient,20000002.0,VEGETABLE,30002842.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES PERISHABLE VEGETABLE,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (PERISHABLE) VEGETABLE,[],317de859-b014-45d3-ab06-9191b199f37d,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Perishable),10000054,Added Ingredient,20000002.0,HERB,30001253.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES PERISHABLE HERB,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (PERISHABLE) HERB,[],1a66613e-060a-4f23-a079-e8b2e3bff789,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Perishable),10000054,Added Ingredient,20000002.0,EGG,30000927.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES PERISHABLE EGG,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (PERISHABLE) EGG,[],98759c4a-a93f-40ed-a994-36b5170fdf47,
Seasonings/Preservatives/Extracts,50170000,Sauces/Spreads/Dips/Condiments,50171800,Other Sauces Dipping/Condiments/Savoury Toppings/Savoury Spreads/Marinades (Perishable),10000054,Added Ingredient,20000002.0,MEAT,30001554.0,,OTHER SAUCES DIPPING CONDIMENTS SAVOURY TOPPINGS SAVOURY SPREADS MARINADES PERISHABLE MEAT,OTHER SAUCES DIPPING/CONDIMENTS/SAVOURY TOPPINGS/SAVOURY SPREADS/MARINADES (PERISHABLE) MEAT,[],526c4bb4-2024-4eb1-b7b7-2209f5a7338c,
